product_id,product_name,category,unit_cost,weight_kg,dimensions_cm
PRD08993,Activity Standard,Electronics,447.16,5.05,100x63x6
PRD08994,Scene Lite,Sports,373.55,3.23,78x78x88
PRD08995,Authority Pro,Sports,328.78,2.99,86x26x28
PRD08996,Today Lite,Home & Kitchen,255.49,5.8,46x12x77
PRD08997,Movie Pro,Sports,291.74,6.04,9x58x59
PRD08998,Child Max,Electronics,363.0,0.11,96x56x97
PRD08999,History Max,Electronics,308.55,5.76,75x100x75
PRD09000,Beyond Pro,Electronics,55.59,18.51,86x59x81
PRD09001,Market Lite,Sports,340.05,3.68,69x34x94
PRD09002,Light Pro,Sports,54.26,12.27,19x76x100
PRD09003,Begin Pro,Electronics,338.08,7.54,46x47x75
PRD09004,History Pro,Home & Kitchen,435.96,9.69,59x42x86
PRD09005,Let Standard,Sports,209.5,8.37,89x73x46
PRD09006,Them Max,Electronics,393.53,6.58,30x11x60
PRD09007,Of Standard,Home & Kitchen,324.97,7.01,72x17x13
PRD09008,Financial Pro,Toys,352.23,15.13,10x18x81
PRD09009,Identify Max,Toys,343.95,12.15,25x69x67
PRD09010,State Lite,Sports,467.74,0.67,35x8x70
PRD09011,Wide Standard,Books,37.78,13.98,73x75x94
PRD09012,Mr Pro,Sports,185.14,16.22,22x49x93
PRD09013,Again Pro,Sports,308.11,10.02,34x6x89
PRD09014,Lead Lite,Home & Kitchen,320.84,6.72,21x81x39
PRD09015,Me Pro,Toys,285.11,11.51,38x36x97
PRD09016,Entire Lite,Home & Kitchen,315.61,7.93,63x10x34
PRD09017,Argue Max,Books,359.5,5.44,65x22x58
PRD09018,Usually Pro,Electronics,435.87,8.26,36x35x73
PRD09019,Senior Max,Books,329.28,17.13,23x73x81
PRD09020,Everybody Pro,Electronics,449.63,1.51,39x45x64
PRD09021,South Lite,Books,265.17,18.72,77x76x16
PRD09022,Anything Lite,Electronics,206.71,2.78,83x32x44
PRD09023,Town Lite,Electronics,147.04,13.29,55x80x18
PRD09024,Buy Standard,Home & Kitchen,179.84,12.04,32x30x88
PRD09025,Arm Lite,Home & Kitchen,372.58,8.38,74x44x34
PRD09026,Leave Pro,Toys,45.21,14.21,54x19x27
PRD09027,Defense Pro,Toys,165.59,15.32,86x81x100
PRD09028,Hard Lite,Electronics,363.26,10.61,72x14x94
PRD09029,Hope Pro,Toys,434.3,9.13,36x54x20
PRD09030,Eat Standard,Books,204.58,3.5,89x78x17
PRD09031,Friend Max,Toys,49.36,7.05,32x34x53
PRD09032,Idea Max,Toys,270.34,5.38,24x67x32
PRD09033,Lawyer Pro,Toys,66.91,19.17,73x78x97
PRD09034,Bank Max,Toys,106.16,1.5,9x69x68
PRD09035,Benefit Pro,Toys,452.73,7.79,64x38x28
PRD09036,Indicate Pro,Home & Kitchen,244.63,6.33,81x41x75
PRD09037,His Max,Sports,315.42,1.9,98x97x79
PRD09038,People Max,Books,364.22,18.19,51x50x94
PRD09039,Future Max,Home & Kitchen,118.29,19.68,48x56x11
PRD09040,Debate Pro,Books,180.29,1.01,31x40x93
PRD09041,Low Pro,Books,339.16,11.13,33x7x46
PRD09042,Result Pro,Electronics,478.93,3.53,63x40x14
PRD09043,Lead Lite,Books,400.84,17.91,13x5x66
PRD09044,Activity Pro,Sports,10.15,5.85,60x51x43
PRD09045,Should Lite,Electronics,15.88,16.68,45x89x80
PRD09046,Dog Pro,Home & Kitchen,67.61,15.05,96x86x56
PRD09047,Rise Lite,Sports,214.9,2.37,18x55x88
PRD09048,Seat Pro,Electronics,329.41,17.72,68x55x10
PRD09049,They Standard,Electronics,240.99,16.97,85x11x63
PRD09050,Soldier Max,Books,101.66,11.04,52x98x85
PRD09051,Couple Lite,Books,359.25,6.35,28x92x58
PRD09052,Least Max,Sports,429.56,18.46,84x74x37
PRD09053,Election Lite,Sports,239.64,17.6,6x97x25
PRD09054,Must Pro,Sports,316.01,7.79,72x74x91
PRD09055,Purpose Lite,Home & Kitchen,296.4,11.81,20x57x45
PRD09056,Accept Pro,Electronics,495.21,1.6,70x35x86
PRD09057,Great Lite,Electronics,384.39,13.65,19x82x6
PRD09058,Moment Max,Home & Kitchen,390.63,15.73,96x84x28
PRD09059,Resource Standard,Books,385.56,15.77,5x82x98
PRD09060,Pay Max,Sports,407.97,7.68,73x70x30
PRD09061,Center Pro,Electronics,399.61,9.72,27x59x99
PRD09062,Water Pro,Home & Kitchen,434.81,6.05,19x60x60
PRD09063,College Max,Books,416.95,11.09,35x46x46
PRD09064,Call Lite,Books,86.63,7.22,99x31x7
PRD09065,International Standard,Home & Kitchen,222.01,2.18,11x12x51
PRD09066,Budget Max,Home & Kitchen,84.43,11.43,13x63x86
PRD09067,Development Standard,Home & Kitchen,398.0,16.48,31x69x19
PRD09068,Major Pro,Sports,175.33,8.65,84x9x53
PRD09069,World Standard,Home & Kitchen,117.91,8.47,55x35x65
PRD09070,Energy Max,Home & Kitchen,53.96,0.22,22x55x27
PRD09071,General Standard,Books,398.03,15.44,38x26x81
PRD09072,Keep Lite,Electronics,462.74,12.82,94x15x57
PRD09073,Determine Max,Toys,225.47,17.14,63x31x27
PRD09074,Simple Lite,Books,66.63,4.52,16x55x25
PRD09075,Side Lite,Books,495.55,4.37,9x80x57
PRD09076,End Lite,Electronics,303.75,9.71,70x86x27
PRD09077,Free Pro,Sports,251.36,13.76,40x95x56
PRD09078,Consider Lite,Toys,471.63,1.19,80x31x18
PRD09079,Small Standard,Sports,66.09,14.54,9x58x38
PRD09080,Dinner Max,Home & Kitchen,161.08,10.68,94x96x80
PRD09081,There Max,Toys,213.17,11.41,32x90x79
PRD09082,Mr Pro,Toys,137.84,6.51,72x72x16
PRD09083,Hold Lite,Sports,273.06,0.44,30x75x15
PRD09084,Current Lite,Books,28.62,6.31,96x84x8
PRD09085,Response Standard,Toys,71.86,8.76,58x15x62
PRD09086,Yard Lite,Books,89.69,16.47,74x46x32
PRD09087,Great Pro,Toys,157.33,6.78,30x46x38
PRD09088,Miss Pro,Books,147.19,13.49,35x84x10
PRD09089,Trouble Standard,Sports,445.28,2.74,12x33x62
PRD09090,Man Lite,Electronics,475.75,18.08,20x9x75
PRD09091,Learn Standard,Toys,111.84,12.08,17x45x55
PRD09092,Community Standard,Electronics,147.87,11.61,26x25x57
PRD09093,Talk Max,Toys,326.32,15.16,16x96x23
PRD09094,East Pro,Home & Kitchen,35.03,11.72,85x85x35
PRD09095,If Pro,Home & Kitchen,396.08,19.24,17x91x54
PRD09096,Company Max,Toys,407.96,13.96,22x97x40
PRD09097,Visit Max,Books,311.11,13.15,95x83x82
PRD09098,Region Max,Electronics,450.43,7.78,19x7x75
PRD09099,Good Max,Toys,30.47,1.92,74x44x46
PRD09100,Decide Lite,Electronics,395.35,14.44,47x89x72
PRD09101,Suggest Lite,Electronics,329.94,5.26,14x13x26
PRD09102,Level Max,Electronics,43.63,5.0,11x33x6
PRD09103,Happen Lite,Sports,14.02,14.79,99x19x86
PRD09104,Poor Max,Toys,354.19,1.0,49x60x6
PRD09105,Article Standard,Home & Kitchen,160.72,0.88,25x92x10
PRD09106,Gun Pro,Books,69.66,7.69,11x66x84
PRD09107,Hundred Max,Books,15.54,17.48,7x11x98
PRD09108,Later Pro,Electronics,247.01,19.19,31x32x76
PRD09109,Song Lite,Sports,77.65,11.44,10x29x8
PRD09110,Suddenly Lite,Books,33.77,6.26,64x19x49
PRD09111,Themselves Max,Home & Kitchen,97.7,0.96,73x97x26
PRD09112,Marriage Pro,Electronics,407.8,3.49,93x38x74
PRD09113,Mother Standard,Books,234.13,11.84,62x61x27
PRD09114,Something Lite,Electronics,68.76,11.87,29x8x38
PRD09115,Expect Pro,Home & Kitchen,434.75,17.48,60x24x85
PRD09116,Teacher Standard,Toys,30.26,9.63,49x19x7
PRD09117,Within Pro,Books,247.66,13.83,88x49x94
PRD09118,Tell Pro,Electronics,82.15,16.98,8x22x70
PRD09119,There Pro,Electronics,262.94,5.89,39x22x54
PRD09120,Including Pro,Home & Kitchen,115.46,5.41,45x32x94
PRD09121,Scientist Lite,Home & Kitchen,364.01,12.88,35x78x43
PRD09122,Movement Pro,Home & Kitchen,92.19,3.69,37x8x62
PRD09123,Top Lite,Home & Kitchen,75.03,9.99,12x29x95
PRD09124,Now Pro,Books,115.15,17.79,60x35x72
PRD09125,Happen Lite,Books,199.04,13.16,98x94x27
PRD09126,Business Lite,Sports,211.89,13.09,43x7x87
PRD09127,Plan Pro,Books,187.2,19.6,50x27x83
PRD09128,Eat Pro,Electronics,233.54,5.93,52x11x21
PRD09129,While Standard,Home & Kitchen,408.43,17.86,50x7x49
PRD09130,Call Pro,Toys,499.56,8.91,18x86x88
PRD09131,Show Pro,Sports,234.35,11.71,95x45x91
PRD09132,Feel Pro,Sports,380.66,15.19,55x55x27
PRD09133,Speak Lite,Sports,474.82,11.12,92x88x16
PRD09134,Hear Max,Toys,183.34,13.95,17x32x67
PRD09135,Total Standard,Home & Kitchen,111.9,10.43,17x44x86
PRD09136,Similar Pro,Electronics,363.62,10.62,65x90x67
PRD09137,Force Lite,Electronics,477.01,12.9,50x13x39
PRD09138,Yet Standard,Books,383.42,10.6,26x85x33
PRD09139,Life Standard,Home & Kitchen,41.75,2.64,15x32x56
PRD09140,Leader Standard,Home & Kitchen,294.19,16.68,73x60x71
PRD09141,Generation Max,Toys,44.13,1.38,42x34x76
PRD09142,Market Lite,Sports,153.82,5.05,62x66x72
PRD09143,Few Standard,Sports,270.27,17.08,59x91x37
PRD09144,Choice Standard,Books,85.53,9.21,62x32x5
PRD09145,Someone Max,Books,398.32,10.37,11x81x18
PRD09146,Under Standard,Toys,320.38,13.13,81x11x50
PRD09147,You Lite,Toys,362.58,2.88,19x68x54
PRD09148,Take Pro,Electronics,382.46,4.43,15x46x39
PRD09149,Citizen Lite,Books,229.55,3.18,83x15x26
PRD09150,Campaign Pro,Sports,15.06,6.33,16x6x49
PRD09151,Serious Max,Home & Kitchen,225.39,17.71,80x77x86
PRD09152,Admit Max,Sports,84.24,10.65,52x80x50
PRD09153,Listen Pro,Toys,307.17,16.9,7x74x76
PRD09154,Other Max,Toys,276.46,8.32,63x52x25
PRD09155,He Lite,Toys,293.63,7.11,28x69x54
PRD09156,High Max,Electronics,246.4,10.35,55x13x53
PRD09157,Take Standard,Electronics,101.3,13.47,88x16x61
PRD09158,Back Standard,Electronics,343.0,19.94,12x42x68
PRD09159,Local Max,Toys,456.92,18.93,51x20x46
PRD09160,Everything Standard,Toys,352.96,17.99,94x72x7
PRD09161,Where Max,Toys,70.43,4.29,39x17x46
PRD09162,Send Lite,Books,140.92,4.66,71x82x23
PRD09163,Time Lite,Home & Kitchen,337.16,0.4,30x10x21
PRD09164,Life Max,Electronics,496.41,7.97,35x93x74
PRD09165,Few Pro,Home & Kitchen,418.11,16.92,82x69x92
PRD09166,Foot Standard,Electronics,165.4,11.33,23x52x99
PRD09167,Hospital Max,Books,172.0,6.26,18x98x48
PRD09168,The Max,Toys,466.52,1.04,60x35x12
PRD09169,Care Pro,Toys,26.1,9.17,90x33x93
PRD09170,Practice Pro,Books,389.88,17.64,84x97x15
PRD09171,Family Pro,Books,378.86,2.33,59x75x42
PRD09172,And Standard,Toys,472.08,13.83,97x55x97
PRD09173,Some Lite,Electronics,156.6,6.41,36x96x40
PRD09174,Home Pro,Electronics,122.85,2.81,92x82x62
PRD09175,Right Max,Toys,205.81,15.03,21x28x42
PRD09176,Affect Standard,Toys,183.34,11.23,57x92x68
PRD09177,To Max,Electronics,47.19,13.54,72x51x25
PRD09178,Every Pro,Home & Kitchen,352.73,12.08,54x45x25
PRD09179,Center Lite,Books,262.2,11.56,8x81x95
PRD09180,Prevent Lite,Books,46.46,17.9,7x75x21
PRD09181,Soon Max,Books,407.11,9.81,66x5x23
PRD09182,Central Max,Sports,441.24,14.74,26x43x90
PRD09183,Those Pro,Sports,176.63,10.78,58x7x89
PRD09184,We Max,Books,321.72,8.81,24x61x59
PRD09185,Nation Max,Books,336.35,8.18,70x28x37
PRD09186,Develop Standard,Toys,121.98,9.2,37x38x96
PRD09187,Water Pro,Toys,490.18,16.34,21x39x24
PRD09188,Just Pro,Books,123.89,14.2,100x97x49
PRD09189,Myself Pro,Books,49.07,2.39,18x54x88
PRD09190,Painting Lite,Sports,463.01,4.67,75x22x92
PRD09191,Suddenly Pro,Home & Kitchen,363.9,4.56,23x43x29
PRD09192,Score Lite,Home & Kitchen,194.57,10.81,69x64x40
PRD09193,Two Lite,Electronics,45.98,8.79,60x98x79
PRD09194,Week Pro,Sports,460.25,17.64,35x63x95
PRD09195,Tree Lite,Home & Kitchen,267.99,14.78,94x15x47
PRD09196,Economy Lite,Sports,400.74,18.17,79x52x38
PRD09197,After Lite,Sports,157.43,8.47,46x47x7
PRD09198,Anything Pro,Books,20.99,9.08,54x27x100
PRD09199,Book Standard,Home & Kitchen,146.69,15.1,5x62x35
PRD09200,Onto Standard,Sports,201.5,12.28,54x24x75
PRD09201,That Standard,Toys,485.77,0.25,70x19x79
PRD09202,Receive Max,Home & Kitchen,52.85,8.64,44x9x48
PRD09203,Century Standard,Home & Kitchen,63.25,13.79,27x29x5
PRD09204,Green Lite,Home & Kitchen,452.56,15.73,33x45x61
PRD09205,Heavy Pro,Electronics,406.68,13.13,100x71x17
PRD09206,His Standard,Electronics,177.41,3.86,82x63x61
PRD09207,Reason Pro,Books,434.81,9.81,89x9x90
PRD09208,Keep Max,Sports,205.88,15.58,6x68x76
PRD09209,Who Max,Electronics,420.2,17.13,39x79x74
PRD09210,Current Pro,Toys,124.73,15.55,6x41x22
PRD09211,Score Standard,Books,253.29,8.16,96x88x47
PRD09212,Letter Standard,Electronics,69.65,7.34,52x68x11
PRD09213,Owner Max,Books,73.73,13.61,44x96x38
PRD09214,Long Lite,Home & Kitchen,57.86,19.84,45x77x75
PRD09215,Rule Standard,Home & Kitchen,66.64,7.25,86x91x41
PRD09216,Tonight Standard,Toys,199.66,19.59,23x70x41
PRD09217,Me Max,Books,14.43,6.8,27x16x10
PRD09218,Imagine Standard,Books,20.51,11.74,39x97x46
PRD09219,If Max,Electronics,268.87,15.66,91x56x54
PRD09220,Manager Lite,Toys,211.39,14.39,60x40x46
PRD09221,Old Standard,Sports,147.83,7.45,77x15x41
PRD09222,Save Pro,Toys,233.84,13.2,24x71x30
PRD09223,Side Standard,Home & Kitchen,381.9,16.48,11x60x35
PRD09224,Fire Pro,Toys,287.31,19.75,17x8x33
PRD09225,Professional Standard,Sports,481.93,19.46,75x83x58
PRD09226,Practice Pro,Sports,80.14,19.32,84x56x29
PRD09227,Reach Max,Home & Kitchen,377.28,16.77,28x42x6
PRD09228,Position Pro,Electronics,360.99,0.53,58x64x26
PRD09229,While Lite,Electronics,165.37,9.38,52x73x14
PRD09230,Firm Lite,Books,486.37,18.72,88x9x61
PRD09231,Challenge Standard,Sports,157.4,10.87,32x49x69
PRD09232,Change Pro,Electronics,83.61,9.11,30x87x74
PRD09233,Born Pro,Home & Kitchen,364.08,6.41,67x14x59
PRD09234,Visit Pro,Toys,118.69,6.23,63x40x62
PRD09235,College Pro,Books,364.43,17.46,10x70x43
PRD09236,Imagine Max,Toys,487.7,10.34,22x19x93
PRD09237,Operation Standard,Books,17.68,18.66,22x25x44
PRD09238,Agency Pro,Home & Kitchen,107.92,2.46,77x85x67
PRD09239,Fund Lite,Sports,390.92,9.15,62x71x97
PRD09240,Put Max,Sports,74.39,15.56,80x54x69
PRD09241,Magazine Pro,Toys,276.65,7.82,6x90x19
PRD09242,Key Standard,Toys,327.75,15.02,26x78x60
PRD09243,Well Standard,Home & Kitchen,260.88,3.53,26x39x24
PRD09244,Republican Pro,Electronics,222.95,17.45,63x19x17
PRD09245,Relationship Pro,Home & Kitchen,222.17,13.53,19x81x80
PRD09246,Strategy Pro,Books,329.26,7.46,69x7x69
PRD09247,Soldier Standard,Home & Kitchen,65.29,5.46,26x97x50
PRD09248,Your Standard,Books,102.13,3.6,53x45x13
PRD09249,His Max,Home & Kitchen,52.35,16.93,62x93x74
PRD09250,Near Pro,Electronics,193.48,10.37,45x81x93
PRD09251,Point Standard,Home & Kitchen,35.18,6.87,79x74x12
PRD09252,Month Max,Books,113.18,16.37,93x35x49
PRD09253,Hope Pro,Sports,263.79,13.32,12x83x51
PRD09254,Front Lite,Books,44.63,14.12,91x10x34
PRD09255,Yeah Lite,Books,420.14,3.15,15x90x45
PRD09256,Outside Lite,Home & Kitchen,96.63,1.19,85x27x58
PRD09257,Pretty Max,Toys,223.58,19.52,59x66x77
PRD09258,Able Max,Sports,371.42,13.83,78x21x11
PRD09259,Eye Lite,Toys,153.01,11.03,56x59x56
PRD09260,Item Max,Toys,211.11,18.08,83x11x18
PRD09261,Billion Max,Home & Kitchen,305.89,14.93,63x52x79
PRD09262,Law Max,Books,432.6,0.52,70x65x65
PRD09263,There Pro,Electronics,373.96,3.21,74x43x59
PRD09264,Form Lite,Sports,382.48,1.97,59x19x69
PRD09265,Feeling Max,Home & Kitchen,33.2,10.15,29x50x59
PRD09266,Manager Standard,Books,258.18,12.01,42x8x15
PRD09267,Soldier Max,Books,383.73,18.97,53x51x15
PRD09268,Either Pro,Sports,116.93,2.03,94x38x20
PRD09269,Hard Max,Home & Kitchen,216.51,2.26,21x12x65
PRD09270,Task Lite,Home & Kitchen,363.28,3.27,7x86x78
PRD09271,Station Pro,Home & Kitchen,162.44,19.91,61x37x45
PRD09272,Chance Lite,Sports,11.63,4.22,55x100x82
PRD09273,How Pro,Books,63.78,17.79,12x30x24
PRD09274,Why Pro,Books,42.27,11.46,65x9x95
PRD09275,Realize Max,Toys,218.08,1.39,73x87x24
PRD09276,Budget Lite,Toys,28.99,15.96,79x32x56
PRD09277,Ten Lite,Home & Kitchen,102.67,14.38,98x5x60
PRD09278,Happen Pro,Home & Kitchen,301.16,7.13,43x60x77
PRD09279,Remember Standard,Home & Kitchen,454.62,1.9,22x45x45
PRD09280,Oil Pro,Electronics,199.12,15.7,22x98x63
PRD09281,Life Standard,Toys,450.08,8.78,93x28x99
PRD09282,It Pro,Sports,186.61,14.24,100x53x42
PRD09283,Check Pro,Electronics,370.9,15.79,72x75x28
PRD09284,Learn Pro,Books,294.55,4.13,84x63x8
PRD09285,Eye Pro,Books,54.9,16.68,77x71x69
PRD09286,Suggest Lite,Toys,424.99,6.19,29x59x83
PRD09287,Feel Standard,Sports,220.03,3.92,50x59x34
PRD09288,Magazine Pro,Books,137.4,10.47,22x97x59
PRD09289,Accept Pro,Home & Kitchen,356.04,14.67,71x32x31
PRD09290,Security Lite,Books,471.4,7.19,31x24x95
PRD09291,Center Standard,Toys,206.5,3.82,57x74x37
PRD09292,Itself Lite,Books,101.82,0.5,50x6x31
PRD09293,Course Lite,Toys,172.53,13.36,39x80x72
PRD09294,Ago Lite,Toys,99.97,1.1,59x58x59
PRD09295,Cost Standard,Sports,492.05,19.81,32x73x66
PRD09296,Finally Standard,Home & Kitchen,337.5,1.47,33x92x82
PRD09297,News Pro,Sports,474.85,11.3,66x25x31
PRD09298,Company Lite,Toys,20.25,18.77,29x16x94
PRD09299,Check Pro,Toys,320.87,10.47,14x86x68
PRD09300,May Max,Home & Kitchen,249.27,9.38,31x72x19
PRD09301,Base Standard,Books,291.41,6.16,8x56x7
PRD09302,Attack Pro,Sports,287.88,17.45,66x25x39
PRD09303,Baby Max,Home & Kitchen,396.75,6.08,47x82x95
PRD09304,Turn Lite,Books,203.63,3.74,97x28x74
PRD09305,Treatment Pro,Toys,115.61,5.47,20x76x9
PRD09306,Draw Max,Toys,133.38,15.83,91x16x30
PRD09307,Score Lite,Home & Kitchen,315.63,5.42,90x20x20
PRD09308,Whatever Max,Books,98.98,9.51,31x83x44
PRD09309,Environment Max,Sports,345.27,9.49,89x84x59
PRD09310,Probably Lite,Books,312.9,0.37,48x91x62
PRD09311,True Standard,Books,142.93,8.58,14x83x29
PRD09312,So Max,Electronics,198.86,1.7,79x42x61
PRD09313,Feeling Max,Toys,437.46,6.37,30x26x89
PRD09314,Ask Max,Home & Kitchen,140.34,10.82,59x20x35
PRD09315,Dark Standard,Sports,114.13,19.07,41x75x51
PRD09316,Send Max,Electronics,114.55,17.33,51x81x43
PRD09317,Stock Max,Electronics,292.94,13.6,22x23x17
PRD09318,Run Standard,Sports,466.96,16.15,92x98x23
PRD09319,Activity Max,Sports,187.14,5.76,56x83x32
PRD09320,Kid Standard,Electronics,455.25,4.98,61x18x68
PRD09321,Their Standard,Sports,384.57,1.29,68x9x93
PRD09322,Beyond Max,Home & Kitchen,83.84,17.38,59x71x83
PRD09323,Hand Standard,Electronics,110.51,2.61,10x64x78
PRD09324,Case Pro,Electronics,453.13,16.78,81x9x78
PRD09325,Trade Standard,Electronics,432.36,0.24,29x54x57
PRD09326,Store Lite,Electronics,355.93,5.73,54x96x13
PRD09327,We Pro,Toys,105.01,1.33,75x8x16
PRD09328,Community Standard,Sports,240.94,17.53,46x94x29
PRD09329,Skin Lite,Books,164.02,0.94,59x19x93
PRD09330,Like Standard,Toys,73.34,5.75,60x11x53
PRD09331,Relationship Lite,Home & Kitchen,224.36,1.82,94x83x74
PRD09332,Nice Max,Books,212.75,5.58,28x43x8
PRD09333,Notice Lite,Sports,92.8,8.36,10x57x28
PRD09334,More Standard,Books,367.8,16.43,56x17x8
PRD09335,Pass Standard,Home & Kitchen,31.57,6.86,57x91x87
PRD09336,Finally Max,Sports,288.88,7.89,97x84x76
PRD09337,Nor Max,Toys,99.23,4.22,34x18x23
PRD09338,Machine Max,Sports,189.34,5.74,9x71x64
PRD09339,Story Standard,Toys,176.85,14.45,55x54x33
PRD09340,Fill Pro,Toys,432.0,16.33,12x89x72
PRD09341,History Max,Sports,304.21,10.8,44x5x33
PRD09342,Toward Max,Toys,15.15,10.98,86x11x16
PRD09343,No Pro,Home & Kitchen,462.59,19.57,85x76x66
PRD09344,Meet Max,Home & Kitchen,377.35,9.22,53x99x41
PRD09345,Customer Pro,Books,12.04,6.12,91x42x73
PRD09346,Difference Pro,Books,103.71,10.52,34x53x61
PRD09347,Guess Max,Toys,284.83,14.64,73x27x81
PRD09348,Certain Pro,Toys,201.15,5.78,25x39x47
PRD09349,Onto Max,Electronics,288.8,9.21,35x17x42
PRD09350,Look Lite,Sports,216.49,8.13,6x90x91
PRD09351,Song Pro,Toys,476.76,17.53,15x93x53
PRD09352,None Standard,Toys,220.92,19.46,84x13x29
PRD09353,Window Standard,Home & Kitchen,478.55,6.33,79x79x92
PRD09354,Miss Pro,Electronics,227.65,1.85,38x21x34
PRD09355,But Pro,Sports,80.01,0.84,70x54x81
PRD09356,Agent Standard,Books,209.34,15.02,91x79x71
PRD09357,Technology Max,Electronics,60.37,3.6,22x21x24
PRD09358,Media Standard,Home & Kitchen,306.48,3.01,96x72x12
PRD09359,Easy Standard,Home & Kitchen,479.4,17.64,65x10x5
PRD09360,Design Pro,Toys,373.99,18.77,56x6x87
PRD09361,Use Lite,Sports,78.92,19.46,56x36x13
PRD09362,Doctor Pro,Toys,498.86,2.18,100x8x82
PRD09363,Card Standard,Sports,164.18,19.89,96x62x35
PRD09364,Become Max,Toys,397.27,13.91,98x80x47
PRD09365,Type Lite,Books,66.59,13.01,71x26x83
PRD09366,Score Max,Electronics,102.79,9.9,25x80x32
PRD09367,Good Max,Books,20.8,4.21,13x63x59
PRD09368,See Standard,Sports,180.94,3.04,15x44x80
PRD09369,Always Standard,Sports,463.53,18.63,52x40x91
PRD09370,Floor Pro,Books,141.61,2.97,47x49x100
PRD09371,Effect Standard,Books,250.61,10.17,98x22x29
PRD09372,Democrat Pro,Electronics,456.36,8.83,83x74x22
PRD09373,Have Max,Home & Kitchen,107.5,0.36,78x72x5
PRD09374,Theory Max,Home & Kitchen,312.34,7.03,69x77x26
PRD09375,Indicate Standard,Electronics,483.65,17.91,76x9x19
PRD09376,Old Standard,Sports,376.78,19.03,31x67x88
PRD09377,Down Max,Electronics,166.91,4.11,94x65x47
PRD09378,Least Pro,Books,396.71,1.39,7x94x80
PRD09379,As Lite,Home & Kitchen,318.72,0.31,67x81x74
PRD09380,Coach Pro,Home & Kitchen,250.13,9.02,83x45x11
PRD09381,Rule Lite,Electronics,472.08,17.45,21x48x21
PRD09382,Technology Max,Sports,369.98,9.95,22x91x88
PRD09383,Care Lite,Toys,15.93,19.69,11x86x13
PRD09384,City Lite,Books,114.53,2.17,55x38x69
PRD09385,Conference Pro,Home & Kitchen,349.2,14.49,56x79x83
PRD09386,Glass Lite,Home & Kitchen,422.69,17.39,37x49x75
PRD09387,Hear Pro,Electronics,176.05,7.55,49x99x26
PRD09388,Thousand Max,Electronics,249.95,17.52,59x57x18
PRD09389,Election Pro,Home & Kitchen,97.23,2.81,94x51x59
PRD09390,Before Lite,Home & Kitchen,490.33,15.89,5x32x22
PRD09391,Long Pro,Home & Kitchen,175.65,15.66,12x47x53
PRD09392,Single Standard,Books,13.28,2.11,92x16x59
PRD09393,Attorney Lite,Sports,194.21,1.33,19x33x51
PRD09394,Heart Max,Sports,238.65,0.45,90x71x100
PRD09395,Seat Standard,Electronics,470.21,6.2,38x14x71
PRD09396,Foreign Max,Toys,430.56,2.3,47x36x71
PRD09397,I Max,Toys,428.15,16.55,45x49x89
PRD09398,Day Max,Toys,280.34,18.41,49x87x68
PRD09399,Pick Max,Toys,144.28,17.64,50x41x68
PRD09400,Partner Max,Toys,475.01,14.48,89x92x55
PRD09401,Yeah Pro,Toys,497.31,18.84,76x93x13
PRD09402,Light Lite,Electronics,134.14,11.22,9x44x51
PRD09403,Within Lite,Toys,414.57,15.88,57x16x5
PRD09404,Once Max,Sports,274.1,13.29,26x26x48
PRD09405,Particularly Standard,Toys,46.52,11.16,46x100x58
PRD09406,Across Pro,Sports,170.3,2.54,42x26x18
PRD09407,Policy Pro,Electronics,114.15,18.49,22x30x74
PRD09408,Other Standard,Electronics,150.91,15.91,12x83x31
PRD09409,Upon Pro,Electronics,480.6,5.68,39x56x8
PRD09410,Sea Lite,Toys,245.7,13.12,10x24x92
PRD09411,View Lite,Books,85.81,7.46,36x86x21
PRD09412,Majority Standard,Books,248.16,7.34,78x38x36
PRD09413,Money Lite,Home & Kitchen,104.56,12.03,9x63x99
PRD09414,Everybody Lite,Sports,347.64,5.77,40x28x88
PRD09415,Room Standard,Sports,125.69,6.25,27x19x75
PRD09416,Challenge Lite,Sports,81.18,3.49,36x51x37
PRD09417,Be Max,Books,105.58,10.29,23x66x45
PRD09418,Citizen Max,Toys,197.15,15.37,23x54x28
PRD09419,Recognize Standard,Sports,46.26,13.05,58x16x61
PRD09420,Threat Lite,Toys,447.95,17.6,30x55x18
PRD09421,Size Standard,Books,234.41,7.38,44x76x58
PRD09422,Woman Standard,Home & Kitchen,175.9,17.06,81x76x65
PRD09423,Learn Lite,Toys,498.18,17.65,93x36x9
PRD09424,Growth Max,Books,478.23,11.81,7x78x87
PRD09425,Top Pro,Electronics,360.39,5.4,19x77x21
PRD09426,We Max,Books,108.95,16.3,97x53x21
PRD09427,Parent Lite,Home & Kitchen,455.22,7.48,56x42x8
PRD09428,Lot Lite,Electronics,266.99,6.2,20x64x26
PRD09429,Travel Pro,Books,343.37,3.1,48x6x65
PRD09430,Politics Max,Books,346.28,9.0,48x43x59
PRD09431,Range Max,Home & Kitchen,203.7,11.72,53x97x80
PRD09432,Middle Pro,Toys,267.61,0.19,6x91x84
PRD09433,Nearly Pro,Home & Kitchen,363.25,17.22,18x81x41
PRD09434,Every Standard,Electronics,306.45,7.98,61x51x14
PRD09435,Myself Max,Electronics,21.8,13.84,41x20x81
PRD09436,Hospital Lite,Home & Kitchen,364.53,13.1,48x46x57
PRD09437,Building Standard,Books,468.61,18.9,78x94x44
PRD09438,Produce Standard,Sports,250.22,18.54,20x99x75
