movement_id,product_id,warehouse_id,movement_date,quantity,movement_type
MV0007866,PRD07670,WH020,2025-01-26,-39,replenishment
MV0007867,PRD04981,WH003,2025-05-19,-422,replenishment
MV0007868,PRD04273,WH010,2025-05-30,462,replenishment
MV0007869,PRD03858,WH005,2024-12-20,760,outbound
MV0007870,PRD07272,WH001,2025-08-26,963,adjustment
MV0007871,PRD03936,WH001,2025-07-09,648,outbound
MV0007872,PRD01872,WH009,2024-11-11,377,adjustment
MV0007873,PRD02004,WH019,2025-04-27,363,outbound
MV0007874,PRD09060,WH011,2025-03-22,-172,adjustment
MV0007875,PRD04921,WH008,2025-08-10,27,replenishment
MV0007876,PRD09052,WH005,2025-09-20,180,outbound
MV0007877,PRD05118,WH001,2024-10-24,1000,replenishment
MV0007878,PRD02132,WH002,2025-09-13,476,outbound
MV0007879,PRD04195,WH001,2025-04-07,263,outbound
MV0007880,PRD07661,WH003,2025-09-15,965,adjustment
MV0007881,PRD02962,WH001,2025-08-10,-317,outbound
MV0007882,PRD03350,WH013,2025-03-18,-119,adjustment
MV0007883,PRD03099,WH007,2025-02-01,21,replenishment
MV0007884,PRD04051,WH019,2024-10-22,-391,replenishment
MV0007885,PRD01670,WH011,2024-12-27,83,replenishment
MV0007886,PRD05044,WH020,2025-09-19,45,outbound
MV0007887,PRD00724,WH011,2024-12-18,488,adjustment
MV0007888,PRD00075,WH006,2025-08-23,868,outbound
MV0007889,PRD08039,WH008,2025-04-05,79,adjustment
MV0007890,PRD03651,WH014,2025-09-13,244,adjustment
MV0007891,PRD03249,WH010,2025-02-03,834,outbound
MV0007892,PRD03043,WH013,2025-09-26,-361,adjustment
MV0007893,PRD05370,WH006,2024-10-19,-371,replenishment
MV0007894,PRD09055,WH012,2025-08-24,183,replenishment
MV0007895,PRD02573,WH013,2025-05-15,640,adjustment
MV0007896,PRD06807,WH019,2025-05-20,-379,outbound
MV0007897,PRD09936,WH018,2025-03-18,-61,replenishment
MV0007898,PRD00136,WH004,2025-04-05,377,adjustment
MV0007899,PRD03448,WH007,2025-09-23,940,adjustment
MV0007900,PRD07332,WH007,2024-10-17,-210,adjustment
MV0007901,PRD09298,WH010,2025-03-10,221,replenishment
MV0007902,PRD05342,WH008,2025-07-01,19,adjustment
MV0007903,PRD05388,WH015,2025-05-20,733,adjustment
MV0007904,PRD07642,WH006,2025-07-16,-481,adjustment
MV0007905,PRD02308,WH013,2024-11-21,99,outbound
MV0007906,PRD02583,WH005,2024-11-12,-124,adjustment
MV0007907,PRD02052,WH019,2025-01-10,-431,replenishment
MV0007908,PRD04328,WH017,2025-09-26,-176,outbound
MV0007909,PRD05230,WH016,2025-03-15,-86,replenishment
MV0007910,PRD04561,WH002,2025-02-05,316,adjustment
MV0007911,PRD02709,WH012,2025-08-25,-100,replenishment
MV0007912,PRD05858,WH017,2025-05-04,995,adjustment
MV0007913,PRD06635,WH005,2025-06-22,-460,replenishment
MV0007914,PRD09459,WH016,2024-12-25,45,replenishment
MV0007915,PRD04080,WH020,2025-03-15,276,outbound
MV0007916,PRD00755,WH017,2025-08-19,404,adjustment
MV0007917,PRD09506,WH017,2024-11-18,490,outbound
MV0007918,PRD03753,WH002,2024-10-14,444,replenishment
MV0007919,PRD00570,WH008,2025-08-16,930,outbound
MV0007920,PRD01878,WH015,2025-04-02,-3,adjustment
MV0007921,PRD09965,WH014,2024-12-15,635,adjustment
MV0007922,PRD03528,WH007,2024-11-29,491,outbound
MV0007923,PRD05534,WH003,2025-05-05,411,outbound
MV0007924,PRD08396,WH016,2025-04-25,-360,outbound
MV0007925,PRD07263,WH001,2025-03-26,-452,outbound
MV0007926,PRD08357,WH002,2025-07-30,227,replenishment
MV0007927,PRD04972,WH006,2025-02-22,663,replenishment
MV0007928,PRD04730,WH015,2024-12-04,160,outbound
MV0007929,PRD08220,WH004,2024-12-16,893,outbound
MV0007930,PRD01070,WH013,2025-02-17,619,adjustment
MV0007931,PRD08225,WH014,2025-03-02,387,replenishment
MV0007932,PRD05346,WH013,2025-03-27,-63,outbound
MV0007933,PRD06335,WH020,2024-11-28,-190,outbound
MV0007934,PRD08084,WH004,2024-12-02,-139,adjustment
MV0007935,PRD08558,WH001,2025-08-08,-452,adjustment
MV0007936,PRD03594,WH003,2024-10-12,-11,adjustment
MV0007937,PRD01511,WH018,2025-09-02,-10,outbound
MV0007938,PRD06303,WH003,2024-11-13,-48,replenishment
MV0007939,PRD05008,WH009,2025-07-30,-2,outbound
MV0007940,PRD00673,WH020,2025-08-31,-302,replenishment
MV0007941,PRD07100,WH004,2025-02-10,889,outbound
MV0007942,PRD05026,WH018,2025-03-03,-483,adjustment
MV0007943,PRD06499,WH007,2025-09-05,13,adjustment
MV0007944,PRD08882,WH010,2025-08-19,264,adjustment
MV0007945,PRD04924,WH011,2025-08-05,773,outbound
MV0007946,PRD03575,WH010,2025-04-19,269,outbound
MV0007947,PRD06892,WH009,2025-04-11,533,outbound
MV0007948,PRD09050,WH006,2025-07-02,609,outbound
MV0007949,PRD05056,WH001,2025-02-04,699,adjustment
MV0007950,PRD09391,WH006,2024-10-28,247,replenishment
MV0007951,PRD09760,WH016,2025-09-20,31,adjustment
MV0007952,PRD01501,WH004,2025-06-07,230,adjustment
MV0007953,PRD06788,WH018,2025-01-28,635,replenishment
MV0007954,PRD07865,WH008,2024-10-13,144,outbound
MV0007955,PRD00512,WH012,2025-05-28,-14,adjustment
MV0007956,PRD06343,WH009,2024-10-08,305,outbound
MV0007957,PRD00644,WH017,2025-03-03,-288,outbound
MV0007958,PRD02417,WH002,2025-05-07,-8,outbound
MV0007959,PRD00049,WH018,2024-12-11,700,replenishment
MV0007960,PRD05006,WH019,2025-09-04,765,replenishment
MV0007961,PRD03025,WH017,2025-07-09,-56,replenishment
MV0007962,PRD09783,WH013,2025-04-20,283,replenishment
MV0007963,PRD08443,WH003,2025-08-15,614,outbound
MV0007964,PRD05484,WH005,2025-08-01,-175,adjustment
MV0007965,PRD03227,WH006,2025-04-22,681,adjustment
MV0007966,PRD04255,WH011,2025-06-27,545,replenishment
MV0007967,PRD04916,WH003,2024-10-08,-258,adjustment
MV0007968,PRD04459,WH002,2025-04-10,-67,outbound
MV0007969,PRD07305,WH012,2025-01-09,184,replenishment
MV0007970,PRD06020,WH009,2025-03-11,-72,replenishment
MV0007971,PRD03913,WH004,2025-04-04,685,replenishment
MV0007972,PRD03002,WH015,2025-01-18,-231,replenishment
MV0007973,PRD05721,WH009,2024-12-30,-388,adjustment
MV0007974,PRD00942,WH007,2025-08-20,-215,adjustment
MV0007975,PRD03700,WH020,2024-11-05,-299,adjustment
MV0007976,PRD05406,WH001,2024-11-08,806,replenishment
MV0007977,PRD00902,WH010,2025-07-29,596,outbound
MV0007978,PRD04228,WH008,2025-03-01,-325,replenishment
MV0007979,PRD05703,WH016,2025-05-28,-190,replenishment
MV0007980,PRD00333,WH008,2024-11-25,461,adjustment
MV0007981,PRD09836,WH010,2025-07-25,-497,replenishment
MV0007982,PRD08470,WH003,2025-02-22,-163,outbound
MV0007983,PRD06530,WH017,2025-07-07,306,adjustment
MV0007984,PRD09951,WH019,2024-12-05,555,outbound
MV0007985,PRD04428,WH011,2025-03-27,250,outbound
MV0007986,PRD06723,WH003,2025-06-11,-394,replenishment
MV0007987,PRD03143,WH003,2025-01-02,456,outbound
MV0007988,PRD06407,WH012,2025-03-21,934,outbound
MV0007989,PRD09890,WH012,2025-04-04,-386,replenishment
MV0007990,PRD00701,WH017,2025-02-10,944,replenishment
MV0007991,PRD00740,WH003,2025-03-12,488,adjustment
MV0007992,PRD02516,WH007,2025-09-06,812,adjustment
MV0007993,PRD02513,WH010,2025-01-12,501,adjustment
MV0007994,PRD08494,WH012,2025-02-01,82,replenishment
MV0007995,PRD08852,WH013,2025-05-09,-230,adjustment
MV0007996,PRD05848,WH015,2025-03-25,141,outbound
MV0007997,PRD04010,WH020,2025-08-07,-168,adjustment
MV0007998,PRD04984,WH016,2024-10-10,278,outbound
MV0007999,PRD07046,WH005,2024-09-28,-411,adjustment
MV0008000,PRD05325,WH009,2025-09-03,621,outbound
MV0008001,PRD02196,WH001,2024-12-23,515,outbound
MV0008002,PRD01291,WH003,2025-07-13,-360,adjustment
MV0008003,PRD03382,WH018,2025-06-30,125,replenishment
MV0008004,PRD05500,WH010,2025-02-16,243,outbound
MV0008005,PRD05827,WH019,2025-01-08,44,outbound
MV0008006,PRD09204,WH012,2025-02-14,-214,outbound
MV0008007,PRD06596,WH009,2025-07-25,-431,outbound
MV0008008,PRD07039,WH008,2025-08-20,611,adjustment
MV0008009,PRD02944,WH001,2025-02-23,478,adjustment
MV0008010,PRD05430,WH003,2025-07-08,301,replenishment
MV0008011,PRD00664,WH010,2025-02-23,179,replenishment
MV0008012,PRD04211,WH004,2025-08-28,-140,outbound
MV0008013,PRD01015,WH020,2025-03-05,-41,outbound
MV0008014,PRD02680,WH002,2025-03-12,-178,replenishment
MV0008015,PRD04796,WH004,2025-03-09,113,replenishment
MV0008016,PRD00632,WH010,2024-10-28,-414,outbound
MV0008017,PRD00316,WH013,2025-06-18,-185,outbound
MV0008018,PRD02193,WH007,2024-10-24,245,adjustment
MV0008019,PRD06579,WH003,2025-03-28,182,replenishment
MV0008020,PRD04796,WH014,2025-07-31,582,outbound
MV0008021,PRD08414,WH005,2025-08-17,177,outbound
MV0008022,PRD00927,WH012,2025-01-09,488,adjustment
MV0008023,PRD07962,WH019,2024-09-27,662,replenishment
MV0008024,PRD03639,WH012,2024-11-19,502,outbound
MV0008025,PRD07656,WH007,2025-08-15,-194,adjustment
MV0008026,PRD01375,WH004,2025-08-19,-248,replenishment
MV0008027,PRD09805,WH014,2025-01-13,965,replenishment
MV0008028,PRD01585,WH018,2024-10-29,-324,adjustment
MV0008029,PRD01320,WH017,2025-01-21,-111,replenishment
MV0008030,PRD09689,WH018,2025-07-17,801,replenishment
MV0008031,PRD08420,WH007,2025-08-21,-486,adjustment
MV0008032,PRD06575,WH003,2024-10-05,-340,replenishment
MV0008033,PRD07164,WH019,2025-08-22,-38,replenishment
MV0008034,PRD08289,WH007,2025-02-07,708,replenishment
MV0008035,PRD00236,WH020,2025-05-23,679,outbound
MV0008036,PRD00526,WH003,2024-11-05,593,replenishment
MV0008037,PRD00266,WH018,2025-03-28,750,replenishment
MV0008038,PRD00313,WH006,2025-08-15,560,replenishment
MV0008039,PRD07950,WH012,2024-10-26,256,adjustment
MV0008040,PRD04867,WH018,2024-12-15,-308,outbound
MV0008041,PRD06676,WH010,2024-11-21,-97,replenishment
MV0008042,PRD03405,WH006,2025-08-20,311,adjustment
MV0008043,PRD00447,WH017,2025-01-02,405,adjustment
MV0008044,PRD00046,WH008,2025-08-02,952,outbound
MV0008045,PRD09677,WH003,2025-03-29,217,adjustment
MV0008046,PRD00561,WH013,2025-04-27,724,replenishment
MV0008047,PRD05476,WH012,2025-04-24,919,adjustment
MV0008048,PRD06615,WH006,2024-12-10,465,outbound
MV0008049,PRD04608,WH009,2024-11-11,-326,outbound
MV0008050,PRD08692,WH007,2024-11-25,-363,outbound
MV0008051,PRD03851,WH011,2025-04-02,850,replenishment
MV0008052,PRD08955,WH012,2025-04-21,-395,outbound
MV0008053,PRD05719,WH017,2025-02-23,54,adjustment
MV0008054,PRD07362,WH012,2024-12-02,-340,adjustment
MV0008055,PRD01254,WH016,2024-10-12,652,replenishment
MV0008056,PRD04220,WH003,2024-09-29,236,replenishment
MV0008057,PRD09284,WH010,2025-07-09,159,replenishment
MV0008058,PRD01158,WH016,2024-12-10,-219,replenishment
MV0008059,PRD09004,WH001,2025-05-21,-250,replenishment
MV0008060,PRD06217,WH004,2025-09-08,36,outbound
MV0008061,PRD03882,WH006,2025-08-25,564,outbound
MV0008062,PRD01041,WH015,2025-09-13,632,replenishment
MV0008063,PRD01319,WH015,2025-08-10,122,replenishment
MV0008064,PRD05088,WH019,2025-03-15,348,adjustment
MV0008065,PRD01751,WH013,2025-09-18,206,adjustment
MV0008066,PRD04369,WH008,2025-07-25,931,outbound
MV0008067,PRD04275,WH019,2025-09-11,35,replenishment
MV0008068,PRD05498,WH007,2025-03-28,287,adjustment
MV0008069,PRD07312,WH010,2024-11-09,354,outbound
MV0008070,PRD07651,WH020,2025-04-18,557,outbound
MV0008071,PRD09736,WH002,2025-06-09,331,outbound
MV0008072,PRD05737,WH012,2025-07-09,-446,outbound
MV0008073,PRD06080,WH009,2025-07-15,686,adjustment
MV0008074,PRD00392,WH019,2024-10-16,-230,replenishment
MV0008075,PRD09285,WH020,2025-01-07,579,replenishment
MV0008076,PRD08197,WH004,2025-07-25,-386,outbound
MV0008077,PRD03603,WH011,2024-11-29,-333,outbound
MV0008078,PRD05602,WH018,2024-11-10,70,adjustment
MV0008079,PRD02292,WH015,2024-10-18,-333,adjustment
MV0008080,PRD03352,WH012,2025-05-29,664,outbound
MV0008081,PRD02254,WH012,2025-07-31,-15,outbound
MV0008082,PRD02855,WH019,2025-06-19,-43,outbound
MV0008083,PRD06564,WH006,2025-07-07,-417,outbound
MV0008084,PRD01521,WH005,2025-06-13,858,adjustment
MV0008085,PRD04550,WH002,2025-09-16,892,replenishment
MV0008086,PRD01372,WH019,2025-07-29,847,adjustment
MV0008087,PRD05171,WH005,2025-09-03,-424,outbound
MV0008088,PRD08650,WH005,2025-09-03,431,adjustment
MV0008089,PRD01803,WH008,2024-11-23,-107,outbound
MV0008090,PRD00843,WH017,2025-05-09,179,outbound
MV0008091,PRD00177,WH014,2025-08-25,830,replenishment
MV0008092,PRD09388,WH006,2025-01-19,32,adjustment
MV0008093,PRD04165,WH003,2024-11-05,883,outbound
MV0008094,PRD00424,WH012,2025-07-17,928,adjustment
MV0008095,PRD04890,WH013,2025-08-27,712,adjustment
MV0008096,PRD00734,WH012,2025-04-27,968,adjustment
MV0008097,PRD03754,WH005,2025-07-06,-63,replenishment
MV0008098,PRD04367,WH003,2024-11-24,125,adjustment
MV0008099,PRD07134,WH009,2025-06-23,984,outbound
MV0008100,PRD06895,WH007,2025-05-24,-196,adjustment
MV0008101,PRD04270,WH002,2025-05-14,435,outbound
MV0008102,PRD07847,WH019,2025-07-07,839,adjustment
MV0008103,PRD01718,WH005,2025-03-22,-332,adjustment
MV0008104,PRD02036,WH008,2025-03-27,608,adjustment
MV0008105,PRD09632,WH015,2025-09-14,214,replenishment
MV0008106,PRD03639,WH008,2024-10-02,-354,replenishment
MV0008107,PRD02101,WH007,2025-04-28,-177,outbound
MV0008108,PRD08549,WH018,2025-05-06,349,outbound
MV0008109,PRD01206,WH012,2025-03-31,-36,replenishment
MV0008110,PRD07257,WH008,2025-05-23,597,replenishment
MV0008111,PRD08686,WH006,2024-10-21,780,adjustment
MV0008112,PRD04095,WH015,2025-03-10,966,outbound
MV0008113,PRD00855,WH013,2025-05-25,593,replenishment
MV0008114,PRD06738,WH009,2025-04-04,-158,replenishment
MV0008115,PRD01521,WH015,2025-03-16,469,replenishment
MV0008116,PRD07485,WH012,2024-12-20,272,replenishment
MV0008117,PRD05334,WH009,2025-08-31,724,replenishment
MV0008118,PRD02882,WH016,2025-07-07,329,outbound
MV0008119,PRD09402,WH009,2024-10-05,-199,outbound
MV0008120,PRD06385,WH015,2025-06-27,-96,replenishment
MV0008121,PRD07120,WH009,2024-11-19,-72,replenishment
MV0008122,PRD09233,WH019,2025-06-06,-34,adjustment
MV0008123,PRD06646,WH005,2025-08-23,461,outbound
MV0008124,PRD04973,WH017,2025-03-31,167,outbound
MV0008125,PRD06302,WH003,2025-05-19,-357,outbound
MV0008126,PRD09532,WH011,2025-09-09,314,outbound
MV0008127,PRD02301,WH017,2024-10-10,-481,outbound
MV0008128,PRD08389,WH007,2025-03-29,-301,outbound
MV0008129,PRD09809,WH007,2024-12-03,-34,replenishment
MV0008130,PRD01731,WH020,2025-06-21,-238,adjustment
MV0008131,PRD01172,WH008,2025-09-04,842,outbound
MV0008132,PRD05728,WH010,2025-08-01,-32,adjustment
MV0008133,PRD01430,WH020,2025-02-12,197,outbound
MV0008134,PRD00373,WH001,2024-12-08,669,replenishment
MV0008135,PRD05098,WH020,2025-08-19,897,outbound
MV0008136,PRD01320,WH001,2025-04-27,498,replenishment
MV0008137,PRD09677,WH014,2025-06-28,76,adjustment
MV0008138,PRD08364,WH009,2025-02-03,605,adjustment
MV0008139,PRD08816,WH018,2025-09-26,715,replenishment
MV0008140,PRD08749,WH009,2025-09-01,102,replenishment
MV0008141,PRD06143,WH004,2025-01-14,-467,adjustment
MV0008142,PRD06180,WH003,2025-05-07,-131,outbound
MV0008143,PRD03086,WH001,2025-01-26,744,outbound
MV0008144,PRD09961,WH009,2025-07-05,222,replenishment
MV0008145,PRD03723,WH006,2024-10-19,473,replenishment
MV0008146,PRD05632,WH013,2024-10-27,744,replenishment
MV0008147,PRD06104,WH015,2025-04-02,78,adjustment
MV0008148,PRD00726,WH004,2025-07-21,279,adjustment
MV0008149,PRD08550,WH017,2024-10-30,386,outbound
MV0008150,PRD04244,WH013,2025-06-16,586,outbound
MV0008151,PRD01783,WH013,2025-06-15,118,outbound
MV0008152,PRD09862,WH019,2025-02-17,-488,adjustment
MV0008153,PRD04070,WH001,2025-08-16,463,replenishment
MV0008154,PRD02643,WH015,2025-02-21,517,outbound
MV0008155,PRD02158,WH017,2024-11-09,-67,replenishment
MV0008156,PRD05463,WH002,2025-07-30,560,replenishment
MV0008157,PRD07047,WH011,2025-07-24,998,outbound
MV0008158,PRD06902,WH009,2025-06-30,853,outbound
MV0008159,PRD03452,WH020,2024-11-29,198,adjustment
MV0008160,PRD02332,WH009,2025-05-04,-105,replenishment
MV0008161,PRD02881,WH006,2025-07-07,92,outbound
MV0008162,PRD03160,WH020,2025-05-30,-455,adjustment
MV0008163,PRD09478,WH018,2024-12-26,201,adjustment
MV0008164,PRD05645,WH004,2025-03-23,-289,replenishment
MV0008165,PRD08339,WH006,2025-08-01,-357,replenishment
MV0008166,PRD03681,WH008,2024-10-08,692,outbound
MV0008167,PRD08288,WH013,2024-12-23,759,outbound
MV0008168,PRD00509,WH004,2025-03-12,-114,outbound
MV0008169,PRD03936,WH008,2025-01-20,411,outbound
MV0008170,PRD03530,WH013,2024-10-20,675,adjustment
MV0008171,PRD00659,WH005,2025-06-18,-178,outbound
MV0008172,PRD03210,WH003,2025-04-07,944,replenishment
MV0008173,PRD09941,WH010,2025-06-07,516,outbound
MV0008174,PRD07657,WH005,2024-12-20,-243,replenishment
MV0008175,PRD01732,WH001,2025-07-17,98,outbound
MV0008176,PRD00570,WH017,2025-02-04,-494,adjustment
MV0008177,PRD08310,WH008,2024-12-23,-299,adjustment
MV0008178,PRD05305,WH013,2024-10-22,842,outbound
MV0008179,PRD03374,WH015,2025-05-28,799,outbound
MV0008180,PRD01139,WH012,2025-02-20,876,replenishment
MV0008181,PRD03618,WH010,2024-10-26,812,outbound
MV0008182,PRD09865,WH013,2025-07-28,441,replenishment
MV0008183,PRD09940,WH019,2025-09-06,687,replenishment
MV0008184,PRD03886,WH015,2025-07-11,-373,replenishment
MV0008185,PRD07111,WH007,2025-06-27,952,replenishment
MV0008186,PRD07348,WH013,2025-03-09,487,replenishment
MV0008187,PRD05493,WH015,2025-06-24,-58,outbound
MV0008188,PRD04760,WH015,2024-10-09,2,replenishment
MV0008189,PRD08428,WH005,2024-11-27,481,adjustment
MV0008190,PRD02842,WH015,2024-12-19,51,adjustment
MV0008191,PRD08432,WH008,2025-01-26,632,adjustment
MV0008192,PRD05791,WH018,2025-09-13,91,replenishment
MV0008193,PRD04717,WH001,2024-11-13,936,outbound
MV0008194,PRD05475,WH013,2025-08-25,521,adjustment
MV0008195,PRD00992,WH009,2024-10-26,-60,adjustment
MV0008196,PRD08092,WH018,2025-04-10,839,replenishment
MV0008197,PRD00911,WH004,2025-04-11,-393,adjustment
MV0008198,PRD08432,WH015,2025-09-18,-389,adjustment
MV0008199,PRD00122,WH002,2025-01-25,500,adjustment
MV0008200,PRD03927,WH001,2025-01-27,516,adjustment
MV0008201,PRD07753,WH015,2025-07-30,-85,adjustment
MV0008202,PRD03308,WH008,2025-03-03,458,adjustment
MV0008203,PRD08959,WH010,2024-11-16,397,outbound
MV0008204,PRD07290,WH004,2025-07-11,157,replenishment
MV0008205,PRD09843,WH019,2025-01-09,-143,outbound
MV0008206,PRD06412,WH007,2025-03-02,900,adjustment
MV0008207,PRD00363,WH004,2025-06-13,-104,replenishment
MV0008208,PRD03171,WH004,2025-07-24,-39,outbound
MV0008209,PRD01233,WH010,2024-11-22,642,outbound
MV0008210,PRD01294,WH003,2025-04-15,981,replenishment
MV0008211,PRD04480,WH007,2025-02-20,-56,adjustment
MV0008212,PRD01993,WH007,2025-09-05,-279,replenishment
MV0008213,PRD04182,WH015,2025-02-03,-278,replenishment
MV0008214,PRD00907,WH016,2024-12-26,505,adjustment
MV0008215,PRD09868,WH002,2024-12-01,-407,replenishment
MV0008216,PRD07428,WH013,2025-08-19,327,replenishment
MV0008217,PRD05332,WH016,2024-10-04,707,replenishment
MV0008218,PRD07641,WH017,2024-12-28,243,replenishment
MV0008219,PRD01872,WH004,2025-01-18,61,adjustment
MV0008220,PRD08905,WH010,2025-06-20,799,replenishment
MV0008221,PRD03033,WH016,2025-03-22,-427,adjustment
MV0008222,PRD03084,WH020,2025-01-12,-103,outbound
MV0008223,PRD03109,WH014,2024-12-23,901,adjustment
MV0008224,PRD04187,WH008,2025-04-18,19,outbound
MV0008225,PRD08381,WH014,2025-06-19,664,outbound
MV0008226,PRD02313,WH004,2024-11-19,-131,outbound
MV0008227,PRD01448,WH009,2024-10-21,-464,replenishment
MV0008228,PRD01697,WH020,2025-01-25,-196,adjustment
MV0008229,PRD06623,WH008,2025-06-03,275,adjustment
MV0008230,PRD00053,WH007,2025-06-08,-242,outbound
MV0008231,PRD06177,WH002,2024-10-22,901,replenishment
MV0008232,PRD07085,WH015,2025-02-11,105,outbound
MV0008233,PRD01445,WH014,2025-03-24,-136,outbound
MV0008234,PRD02385,WH020,2025-07-03,-438,replenishment
MV0008235,PRD05761,WH004,2025-06-25,679,adjustment
MV0008236,PRD02828,WH013,2025-01-27,766,outbound
MV0008237,PRD04229,WH020,2025-05-01,255,adjustment
MV0008238,PRD02099,WH002,2024-10-09,242,adjustment
MV0008239,PRD04642,WH004,2025-07-06,361,replenishment
MV0008240,PRD04226,WH020,2025-08-04,-39,replenishment
MV0008241,PRD03791,WH019,2025-05-17,799,outbound
MV0008242,PRD07110,WH002,2025-01-23,602,replenishment
MV0008243,PRD08256,WH020,2025-03-13,-202,replenishment
MV0008244,PRD04824,WH015,2024-11-26,263,outbound
MV0008245,PRD01765,WH003,2025-08-26,-125,outbound
MV0008246,PRD08337,WH012,2025-07-01,885,replenishment
MV0008247,PRD05820,WH014,2025-05-05,950,outbound
MV0008248,PRD05341,WH006,2024-11-17,78,outbound
MV0008249,PRD01775,WH006,2025-09-24,240,replenishment
MV0008250,PRD08417,WH015,2025-05-28,-275,outbound
MV0008251,PRD00833,WH006,2025-09-16,-345,outbound
MV0008252,PRD05696,WH016,2024-10-15,796,replenishment
MV0008253,PRD03587,WH008,2025-09-25,490,outbound
MV0008254,PRD02413,WH012,2025-02-05,583,outbound
MV0008255,PRD00046,WH011,2024-10-11,516,replenishment
MV0008256,PRD02820,WH011,2025-08-10,942,replenishment
MV0008257,PRD05269,WH012,2024-12-02,49,adjustment
MV0008258,PRD02592,WH019,2025-03-31,-272,replenishment
MV0008259,PRD03841,WH016,2025-03-02,779,adjustment
MV0008260,PRD08607,WH014,2024-10-23,199,replenishment
MV0008261,PRD01211,WH020,2025-02-06,-437,replenishment
MV0008262,PRD00164,WH005,2025-08-25,446,replenishment
MV0008263,PRD02949,WH016,2024-09-28,749,outbound
MV0008264,PRD01521,WH007,2025-02-19,398,outbound
MV0008265,PRD01769,WH019,2025-09-19,760,outbound
MV0008266,PRD07660,WH008,2025-08-07,660,replenishment
MV0008267,PRD05349,WH006,2024-11-17,704,adjustment
MV0008268,PRD07573,WH009,2025-08-22,412,replenishment
MV0008269,PRD06613,WH003,2025-08-05,733,outbound
MV0008270,PRD02763,WH001,2025-05-26,657,adjustment
MV0008271,PRD02401,WH008,2025-06-02,481,replenishment
MV0008272,PRD06397,WH006,2025-04-03,-252,outbound
MV0008273,PRD04865,WH006,2024-12-27,578,adjustment
MV0008274,PRD05511,WH003,2025-04-15,246,outbound
MV0008275,PRD09595,WH002,2025-04-29,-321,outbound
MV0008276,PRD08283,WH014,2025-06-28,340,adjustment
MV0008277,PRD07974,WH001,2024-10-06,703,adjustment
MV0008278,PRD04922,WH003,2025-05-07,382,outbound
MV0008279,PRD05521,WH004,2025-01-13,-248,adjustment
MV0008280,PRD01120,WH012,2025-05-06,564,replenishment
MV0008281,PRD06823,WH017,2025-09-21,398,replenishment
MV0008282,PRD08194,WH009,2025-08-27,-491,outbound
MV0008283,PRD00173,WH010,2024-12-28,-73,outbound
MV0008284,PRD00438,WH004,2025-02-23,-205,replenishment
MV0008285,PRD04533,WH001,2025-07-16,-363,replenishment
MV0008286,PRD08712,WH020,2024-11-20,925,adjustment
MV0008287,PRD04579,WH018,2024-12-21,305,outbound
MV0008288,PRD07960,WH013,2025-06-17,788,replenishment
MV0008289,PRD04704,WH012,2025-07-21,553,outbound
MV0008290,PRD02450,WH010,2025-01-25,-140,replenishment
MV0008291,PRD00821,WH019,2025-06-14,468,outbound
MV0008292,PRD08907,WH017,2024-10-29,176,outbound
MV0008293,PRD03261,WH004,2025-03-28,913,replenishment
MV0008294,PRD04724,WH006,2025-05-17,151,outbound
MV0008295,PRD06971,WH018,2025-08-10,432,adjustment
MV0008296,PRD08333,WH013,2025-01-25,320,adjustment
MV0008297,PRD08318,WH017,2024-10-24,980,replenishment
MV0008298,PRD01317,WH006,2024-10-18,235,replenishment
MV0008299,PRD04049,WH008,2025-09-15,260,replenishment
MV0008300,PRD06612,WH019,2025-06-26,424,outbound
MV0008301,PRD04310,WH009,2025-06-29,732,adjustment
MV0008302,PRD08948,WH003,2025-09-15,-428,replenishment
MV0008303,PRD07312,WH003,2025-02-08,383,adjustment
MV0008304,PRD07181,WH017,2025-03-16,75,adjustment
MV0008305,PRD01773,WH011,2025-02-25,-262,replenishment
MV0008306,PRD07827,WH009,2025-06-23,-217,replenishment
MV0008307,PRD04917,WH015,2025-04-13,-317,replenishment
MV0008308,PRD04546,WH002,2024-11-16,-157,adjustment
MV0008309,PRD08624,WH019,2024-12-20,82,replenishment
MV0008310,PRD01334,WH018,2025-08-07,-211,outbound
MV0008311,PRD05178,WH014,2025-02-01,894,outbound
MV0008312,PRD07143,WH012,2025-07-20,603,outbound
MV0008313,PRD02082,WH005,2025-04-18,30,adjustment
MV0008314,PRD06499,WH013,2025-09-04,-70,adjustment
MV0008315,PRD09273,WH010,2024-10-19,272,replenishment
MV0008316,PRD06253,WH015,2025-02-22,925,replenishment
MV0008317,PRD02395,WH013,2024-11-10,324,replenishment
MV0008318,PRD08806,WH015,2025-05-09,380,replenishment
MV0008319,PRD03223,WH001,2025-08-08,808,adjustment
MV0008320,PRD06826,WH002,2025-07-26,-29,outbound
MV0008321,PRD01243,WH014,2025-08-23,852,replenishment
MV0008322,PRD00306,WH002,2024-10-06,605,adjustment
MV0008323,PRD00982,WH020,2025-09-03,-325,replenishment
MV0008324,PRD05847,WH014,2024-10-21,-26,adjustment
MV0008325,PRD09191,WH001,2024-10-11,49,replenishment
MV0008326,PRD07303,WH015,2025-06-06,865,replenishment
MV0008327,PRD09489,WH007,2024-10-09,296,adjustment
MV0008328,PRD00947,WH014,2025-02-14,-454,adjustment
MV0008329,PRD09555,WH012,2025-05-13,-355,outbound
MV0008330,PRD02907,WH010,2025-05-19,218,outbound
